REF;DESIGNATION;COLOR;SIZE;COLOR CODE;SIZE CODE;DATE TO RECEIVE;QUANTITY;SKU
NS439;Eco-friendly ladies' dropped shoulders round neck sweatshirt;Moon Grey Heather;XL;95940;95935;28/08/2026;120;NS439_95940_95935
NS439;Eco-friendly ladies' dropped shoulders round neck sweatshirt;Moon Grey Heather;XXL;95940;95936;28/08/2026;80;NS439_95940_95936
NS439;Eco-friendly ladies' dropped shoulders round neck sweatshirt;Sun Yellow;XS;95941;95931;19/10/2026;260;NS439_95941_95931
NS439;Eco-friendly ladies' dropped shoulders round neck sweatshirt;Sun Yellow;S;95941;95932;19/10/2026;160;NS439_95941_95932
NS439;Eco-friendly ladies' dropped shoulders round neck sweatshirt;Sun Yellow;M;95941;95933;19/10/2026;140;NS439_95941_95933
NS439;Eco-friendly ladies' dropped shoulders round neck sweatshirt;Sun Yellow;L;95941;95934;19/10/2026;280;NS439_95941_95934
NS439;Eco-friendly ladies' dropped shoulders round neck sweatshirt;Sun Yellow;XL;95941;95935;19/10/2026;240;NS439_95941_95935
NS439;Eco-friendly ladies' dropped shoulders round neck sweatshirt;Sun Yellow;XXL;95941;95936;19/10/2026;180;NS439_95941_95936
NS440;Eco-friendly unisex oversize round neck sweatshirt;Black;L;89201;89197;15/07/2026;360;NS440_89201_89197
NS440;Eco-friendly unisex oversize round neck sweatshirt;Ivory;S;89202;89195;15/07/2026;352;NS440_89202_89195
NS440;Eco-friendly unisex oversize round neck sweatshirt;Navy Blue;M;89203;89196;15/07/2026;420;NS440_89203_89196
NS441;Eco-friendly unisex oversize hooded sweatshirt;Black;S;89213;89207;04/09/2026;60;NS441_89213_89207
NS441;Eco-friendly unisex oversize hooded sweatshirt;Black;M;89213;89208;04/09/2026;750;NS441_89213_89208
NS441;Eco-friendly unisex oversize hooded sweatshirt;Black;L;89213;89209;15/07/2026;15;NS441_89213_89209
NS441;Eco-friendly unisex oversize hooded sweatshirt;Black;L;89213;89209;04/09/2026;555;NS441_89213_89209
NS441;Eco-friendly unisex oversize hooded sweatshirt;Black;XL;89213;89210;04/09/2026;150;NS441_89213_89210
NS441;Eco-friendly unisex oversize hooded sweatshirt;Ivory;S;89214;89207;15/07/2026;240;NS441_89214_89207
NS441;Eco-friendly unisex oversize hooded sweatshirt;Ivory;L;89214;89209;15/07/2026;240;NS441_89214_89209
NS441;Eco-friendly unisex oversize hooded sweatshirt;Navy Blue;S;89215;89207;15/07/2026;240;NS441_89215_89207
NS441;Eco-friendly unisex oversize hooded sweatshirt;Navy Blue;M;89215;89208;15/07/2026;480;NS441_89215_89208
NS441;Eco-friendly unisex oversize hooded sweatshirt;Navy Blue;XL;89215;89210;15/07/2026;150;NS441_89215_89210
NS443A;Eco-friendly unisex round neck sweatshirt;Ivory;XS;95971;95946;15/07/2026;180;NS443A_95971_95946
NS443A;Eco-friendly unisex round neck sweatshirt;Ivory;S;95971;95950;15/07/2026;560;NS443A_95971_95950
NS443A;Eco-friendly unisex round neck sweatshirt;Ivory;M;95971;95952;15/07/2026;1400;NS443A_95971_95952
NS443A;Eco-friendly unisex round neck sweatshirt;Ivory;XL;95971;95958;15/07/2026;580;NS443A_95971_95958
NS443C;Eco-friendly unisex round neck sweatshirt;Black;S;95970;95949;15/07/2026;540;NS443C_95970_95949
NS443C;Eco-friendly unisex round neck sweatshirt;Black;S;95970;95949;28/08/2026;280;NS443C_95970_95949
NS443C;Eco-friendly unisex round neck sweatshirt;Black;S;95970;95949;07/09/2026;20;NS443C_95970_95949
NS443C;Eco-friendly unisex round neck sweatshirt;Black;M;95970;95951;15/07/2026;1520;NS443C_95970_95951
NS443C;Eco-friendly unisex round neck sweatshirt;Black;M;95970;95951;28/08/2026;1220;NS443C_95970_95951
NS443C;Eco-friendly unisex round neck sweatshirt;Black;M;95970;95951;07/09/2026;100;NS443C_95970_95951
NS443C;Eco-friendly unisex round neck sweatshirt;Black;L;95970;95955;15/07/2026;1200;NS443C_95970_95955
NS443C;Eco-friendly unisex round neck sweatshirt;Black;L;95970;95955;28/08/2026;1000;NS443C_95970_95955
NS443C;Eco-friendly unisex round neck sweatshirt;Black;L;95970;95955;07/09/2026;200;NS443C_95970_95955
NS443C;Eco-friendly unisex round neck sweatshirt;Black;XL;95970;95957;28/08/2026;1010;NS443C_95970_95957
NS443C;Eco-friendly unisex round neck sweatshirt;Black;XL;95970;95957;07/09/2026;110;NS443C_95970_95957
NS443C;Eco-friendly unisex round neck sweatshirt;Black;XXL;95970;95961;28/08/2026;680;NS443C_95970_95961
NS443C;Eco-friendly unisex round neck sweatshirt;Black;XXL;95970;95961;07/09/2026;60;NS443C_95970_95961
NS443CX;Eco-friendly unisex round neck sweatshirt;Black;3XL;95969;95965;28/08/2026;300;NS443CX_95969_95965
NS443CX;Eco-friendly unisex round neck sweatshirt;Black;3XL;95969;95965;07/09/2026;20;NS443CX_95969_95965
NS444;Eco-friendly unisex hooded sweatshirt;White;XXS;96015;95979;15/07/2026;80;NS444_96015_95979
NS444;Eco-friendly unisex hooded sweatshirt;White;XS;96015;95984;15/07/2026;320;NS444_96015_95984
NS444;Eco-friendly unisex hooded sweatshirt;White;S;96015;95985;15/07/2026;1120;NS444_96015_95985
NS444;Eco-friendly unisex hooded sweatshirt;White;M;96015;95990;15/07/2026;2940;NS444_96015_95990
NS444;Eco-friendly unisex hooded sweatshirt;White;L;96015;95991;15/07/2026;2760;NS444_96015_95991
NS444;Eco-friendly unisex hooded sweatshirt;White;XL;96015;95996;15/07/2026;1260;NS444_96015_95996
NS444A;Eco-friendly unisex hooded sweatshirt;Ivory;XXS;96008;95981;15/07/2026;40;NS444A_96008_95981
NS444A;Eco-friendly unisex hooded sweatshirt;Ivory;XS;96008;95983;15/07/2026;380;NS444A_96008_95983
NS444A;Eco-friendly unisex hooded sweatshirt;Ivory;M;96008;95989;15/07/2026;2380;NS444A_96008_95989
NS444A;Eco-friendly unisex hooded sweatshirt;Ivory;L;96008;95993;15/07/2026;2140;NS444A_96008_95993
NS444A;Eco-friendly unisex hooded sweatshirt;Ivory;XL;96008;95995;15/07/2026;1080;NS444A_96008_95995
NS444A;Eco-friendly unisex hooded sweatshirt;Ivory;XXL;96008;95999;15/07/2026;580;NS444A_96008_95999
NS444A;Eco-friendly unisex hooded sweatshirt;Moon Grey Heather;XXS;96011;95981;15/07/2026;40;NS444A_96011_95981
NS444A;Eco-friendly unisex hooded sweatshirt;Moon Grey Heather;XS;96011;95983;15/07/2026;320;NS444A_96011_95983
NS444A;Eco-friendly unisex hooded sweatshirt;Moon Grey Heather;L;96011;95993;15/07/2026;2020;NS444A_96011_95993
NS444A;Eco-friendly unisex hooded sweatshirt;Moon Grey Heather;XL;96011;95995;15/07/2026;800;NS444A_96011_95995
NS444AX;Eco-friendly unisex hooded sweatshirt;Ivory;3XL;96009;96000;15/07/2026;100;NS444AX_96009_96000
NS444AX;Eco-friendly unisex hooded sweatshirt;Ivory;4XL;96009;96004;15/07/2026;40;NS444AX_96009_96004
NS444AX;Eco-friendly unisex hooded sweatshirt;Moon Grey Heather;3XL;96010;96000;15/07/2026;40;NS444AX_96010_96000
NS444C;Eco-friendly unisex hooded sweatshirt;Black;XXS;96007;95980;15/07/2026;100;NS444C_96007_95980
NS444C;Eco-friendly unisex hooded sweatshirt;Black;XS;96007;95982;15/07/2026;890;NS444C_96007_95982
NS444C;Eco-friendly unisex hooded sweatshirt;Black;S;96007;95986;15/07/2026;2480;NS444C_96007_95986
NS444C;Eco-friendly unisex hooded sweatshirt;Black;M;96007;95988;15/07/2026;2960;NS444C_96007_95988
NS444C;Eco-friendly unisex hooded sweatshirt;Black;L;96007;95992;15/07/2026;3380;NS444C_96007_95992
NS444C;Eco-friendly unisex hooded sweatshirt;Black;XL;96007;95994;15/07/2026;2300;NS444C_96007_95994
NS444C;Eco-friendly unisex hooded sweatshirt;Black;XXL;96007;95998;15/07/2026;919;NS444C_96007_95998
NS444C;Eco-friendly unisex hooded sweatshirt;Navy Blue;XXS;96012;95980;15/07/2026;100;NS444C_96012_95980
NS444C;Eco-friendly unisex hooded sweatshirt;Navy Blue;XS;96012;95982;15/07/2026;200;NS444C_96012_95982
NS444C;Eco-friendly unisex hooded sweatshirt;Navy Blue;S;96012;95986;15/07/2026;1140;NS444C_96012_95986
NS444C;Eco-friendly unisex hooded sweatshirt;Navy Blue;L;96012;95992;15/07/2026;2480;NS444C_96012_95992
NS444C;Eco-friendly unisex hooded sweatshirt;Navy Blue;XL;96012;95994;15/07/2026;1300;NS444C_96012_95994
NS444C;Eco-friendly unisex hooded sweatshirt;Navy Blue;XXL;96012;95998;15/07/2026;600;NS444C_96012_95998
NS444CX;Eco-friendly unisex hooded sweatshirt;Black;3XL;96006;96002;15/07/2026;100;NS444CX_96006_96002
NS444CX;Eco-friendly unisex hooded sweatshirt;Navy Blue;4XL;96013;96003;15/07/2026;80;NS444CX_96013_96003
NS444X;Eco-friendly unisex hooded sweatshirt;White;3XL;96014;96001;15/07/2026;100;NS444X_96014_96001
NS444X;Eco-friendly unisex hooded sweatshirt;White;4XL;96014;96005;15/07/2026;60;NS444X_96014_96005
NS446;Eco-friendly ladies' French Terry sleevless hooded oversize sweatshirt;Antique Rose;XS;96028;96016;23/11/2026;325;NS446_96028_96016
NS446;Eco-friendly ladies' French Terry sleevless hooded oversize sweatshirt;Antique Rose;S;96028;96019;23/11/2026;620;NS446_96028_96019
NS446;Eco-friendly ladies' French Terry sleevless hooded oversize sweatshirt;Antique Rose;M;96028;96020;23/11/2026;460;NS446_96028_96020
NS446;Eco-friendly ladies' French Terry sleevless hooded oversize sweatshirt;Antique Rose;L;96028;96023;23/11/2026;320;NS446_96028_96023
NS446;Eco-friendly ladies' French Terry sleevless hooded oversize sweatshirt;Antique Rose;XL;96028;96024;23/11/2026;100;NS446_96028_96024
NS446;Eco-friendly ladies' French Terry sleevless hooded oversize sweatshirt;Antique Rose;XXL;96028;96027;23/11/2026;60;NS446_96028_96027
NS446;Eco-friendly ladies' French Terry sleevless hooded oversize sweatshirt;Ivory;XS;96030;96016;23/11/2026;1128;NS446_96030_96016
NS446;Eco-friendly ladies' French Terry sleevless hooded oversize sweatshirt;Ivory;S;96030;96019;23/11/2026;2018;NS446_96030_96019
NS446;Eco-friendly ladies' French Terry sleevless hooded oversize sweatshirt;Ivory;M;96030;96020;23/11/2026;1820;NS446_96030_96020
NS446;Eco-friendly ladies' French Terry sleevless hooded oversize sweatshirt;Ivory;L;96030;96023;23/11/2026;1060;NS446_96030_96023
NS446;Eco-friendly ladies' French Terry sleevless hooded oversize sweatshirt;Ivory;XL;96030;96024;23/11/2026;440;NS446_96030_96024
NS446;Eco-friendly ladies' French Terry sleevless hooded oversize sweatshirt;Ivory;XXL;96030;96027;23/11/2026;180;NS446_96030_96027
NS448;Unisex eco-friendly washed effect oversized hooded sweatshirt;Washed black;M;90091;90086;15/07/2026;700;NS448_90091_90086
NS448;Unisex eco-friendly washed effect oversized hooded sweatshirt;Washed black;L;90091;90087;15/07/2026;717;NS448_90091_90087
NS448;Unisex eco-friendly washed effect oversized hooded sweatshirt;Washed black;XXL;90091;90089;15/07/2026;120;NS448_90091_90089
NS448;Unisex eco-friendly washed effect oversized hooded sweatshirt;Washed Navy Blue;S;90092;90085;15/07/2026;402;NS448_90092_90085
NS448;Unisex eco-friendly washed effect oversized hooded sweatshirt;Washed Navy Blue;L;90092;90087;15/07/2026;440;NS448_90092_90087
NS448;Unisex eco-friendly washed effect oversized hooded sweatshirt;Washed Navy Blue;XL;90092;90088;15/07/2026;225;NS448_90092_90088
NS450;Eco-friendly unisex striped dropped shoulders round neck sweatshirt;Ivory/ Navy blue stripes;XS;96037;96031;12/10/2026;119;NS450_96037_96031
NS450;Eco-friendly unisex striped dropped shoulders round neck sweatshirt;Ivory/ Navy blue stripes;XS;96037;96031;22/10/2026;140;NS450_96037_96031
NS450;Eco-friendly unisex striped dropped shoulders round neck sweatshirt;Ivory/ Navy blue stripes;S;96037;96032;12/10/2026;158;NS450_96037_96032
NS450;Eco-friendly unisex striped dropped shoulders round neck sweatshirt;Ivory/ Navy blue stripes;S;96037;96032;22/10/2026;400;NS450_96037_96032
NS450;Eco-friendly unisex striped dropped shoulders round neck sweatshirt;Ivory/ Navy blue stripes;M;96037;96033;12/10/2026;482;NS450_96037_96033
NS450;Eco-friendly unisex striped dropped shoulders round neck sweatshirt;Ivory/ Navy blue stripes;M;96037;96033;22/10/2026;380;NS450_96037_96033
NS450;Eco-friendly unisex striped dropped shoulders round neck sweatshirt;Ivory/ Navy blue stripes;L;96037;96034;12/10/2026;316;NS450_96037_96034
NS450;Eco-friendly unisex striped dropped shoulders round neck sweatshirt;Ivory/ Navy blue stripes;L;96037;96034;22/10/2026;240;NS450_96037_96034
NS450;Eco-friendly unisex striped dropped shoulders round neck sweatshirt;Ivory/ Navy blue stripes;XL;96037;96035;22/10/2026;243;NS450_96037_96035
NS450;Eco-friendly unisex striped dropped shoulders round neck sweatshirt;Ivory/ Navy blue stripes;XXL;96037;96036;12/10/2026;99;NS450_96037_96036
NS450;Eco-friendly unisex striped dropped shoulders round neck sweatshirt;Ivory/ Navy blue stripes;XXL;96037;96036;22/10/2026;60;NS450_96037_96036
NS460;Eco-friendly unisex sherpa-lined full zip sweatshirt;Navy Blue;S;96055;96041;22/10/2026;100;NS460_96055_96041
NS460;Eco-friendly unisex sherpa-lined full zip sweatshirt;Navy Blue;M;96055;96042;22/10/2026;300;NS460_96055_96042
NS460;Eco-friendly unisex sherpa-lined full zip sweatshirt;Navy Blue;L;96055;96045;22/10/2026;430;NS460_96055_96045
NS460;Eco-friendly unisex sherpa-lined full zip sweatshirt;Navy Blue;XL;96055;96046;22/10/2026;300;NS460_96055_96046
NS460;Eco-friendly unisex sherpa-lined full zip sweatshirt;Navy Blue;XXL;96055;96049;22/10/2026;225;NS460_96055_96049
NS460;Eco-friendly unisex sherpa-lined full zip sweatshirt;Navy Blue;3XL;96055;96050;22/10/2026;120;NS460_96055_96050
NS5005C;Eco-friendly ladies' hooded sweatshirt dress;Aquamarine;S;75071;75063;15/07/2026;60;NS5005C_75071_75063
NS5005C;Eco-friendly ladies' hooded sweatshirt dress;Aquamarine;M;75071;75066;15/07/2026;255;NS5005C_75071_75066
NS5005C;Eco-friendly ladies' hooded sweatshirt dress;Mineral Grey;M;75075;75066;15/07/2026;330;NS5005C_75075_75066
NS510;Eco-friendly men's jersey shirt;Lemon Citrus;M;75122;75116;15/07/2026;700;NS510_75122_75116
NS510;Eco-friendly men's jersey shirt;Pastel Apricot;M;75125;75116;15/07/2026;800;NS510_75125_75116
NS510;Eco-friendly men's jersey shirt;White;L;75128;75117;15/07/2026;600;NS510_75128_75117
NS520;Eco-friendly men's flannel shirt;Black;L;75160;75156;15/07/2026;525;NS520_75160_75156
NS521;Eco-friendly men's washed effect brushed fleece overshirt;Washed black;S;89282;89276;08/03/2027;160;NS521_89282_89276
NS521;Eco-friendly men's washed effect brushed fleece overshirt;Washed black;M;89282;89277;08/03/2027;400;NS521_89282_89277
NS521;Eco-friendly men's washed effect brushed fleece overshirt;Washed black;L;89282;89278;08/03/2027;400;NS521_89282_89278
NS521;Eco-friendly men's washed effect brushed fleece overshirt;Washed black;XL;89282;89279;08/03/2027;380;NS521_89282_89279
NS521;Eco-friendly men's washed effect brushed fleece overshirt;Washed black;XXL;89282;89280;08/03/2027;100;NS521_89282_89280
NS521;Eco-friendly men's washed effect brushed fleece overshirt;Washed black;3XL;89282;89281;08/03/2027;20;NS521_89282_89281
NS6005;Eco-friendly men’s lightweight bodywarmer;Black;M;75200;75194;15/07/2026;65;NS6005_75200_75194
NS6005;Eco-friendly men’s lightweight bodywarmer;Black;4XL;75200;75199;15/07/2026;105;NS6005_75200_75199
NS6005;Eco-friendly men’s lightweight bodywarmer;Driftwood;L;75201;75195;15/07/2026;40;NS6005_75201_75195
NS6005;Eco-friendly men’s lightweight bodywarmer;Navy Blue;XXL;75204;75197;15/07/2026;139;NS6005_75204_75197
NS6005;Eco-friendly men’s lightweight bodywarmer;Organic Khaki;XL;75205;75196;15/07/2026;33;NS6005_75205_75196
NS6005;Eco-friendly men’s lightweight bodywarmer;Organic Khaki;XXL;75205;75197;15/07/2026;15;NS6005_75205_75197
NS6005;Eco-friendly men’s lightweight bodywarmer;Organic Khaki;3XL;75205;75198;15/07/2026;22;NS6005_75205_75198
NS6006;Eco-friendly ladies’ lightweight bodywarmer;Black;S;75212;75207;15/07/2026;171;NS6006_75212_75207
NS6006;Eco-friendly ladies’ lightweight bodywarmer;Black;L;75212;75209;15/07/2026;765;NS6006_75212_75209
NS6006;Eco-friendly ladies’ lightweight bodywarmer;Black;XL;75212;75210;15/07/2026;405;NS6006_75212_75210
NS6006;Eco-friendly ladies’ lightweight bodywarmer;Driftwood;XL;75213;75210;15/07/2026;15;NS6006_75213_75210
NS6006;Eco-friendly ladies’ lightweight bodywarmer;Navy Blue;XL;75216;75210;15/07/2026;6;NS6006_75216_75210
NS601;Eco-friendly unisex wind-breaker jacket;Navy Blue;L;68875;68870;15/07/2026;700;NS601_68875_68870
NS603;Eco-friendly men’s washed effect corduroy jacket;Washed Dark Camel;S;84816;84809;15/07/2026;150;NS603_84816_84809
NS603;Eco-friendly men’s washed effect corduroy jacket;Washed Dark Camel;L;84816;84811;15/07/2026;720;NS603_84816_84811
NS603;Eco-friendly men’s washed effect corduroy jacket;Washed Dark Camel;XL;84816;84812;15/07/2026;210;NS603_84816_84812
NS603;Eco-friendly men’s washed effect corduroy jacket;Washed Navy Blue;S;84817;84809;23/10/2026;315;NS603_84817_84809
NS603;Eco-friendly men’s washed effect corduroy jacket;Washed Navy Blue;M;84817;84810;23/10/2026;510;NS603_84817_84810
NS603;Eco-friendly men’s washed effect corduroy jacket;Washed Navy Blue;L;84817;84811;23/10/2026;690;NS603_84817_84811
NS603;Eco-friendly men’s washed effect corduroy jacket;Washed Navy Blue;XL;84817;84812;23/10/2026;735;NS603_84817_84812
NS603;Eco-friendly men’s washed effect corduroy jacket;Washed Navy Blue;XXL;84817;84813;23/10/2026;403;NS603_84817_84813
NS603;Eco-friendly men’s washed effect corduroy jacket;Washed Navy Blue;3XL;84817;84814;23/10/2026;257;NS603_84817_84814
NS604;Eco-friendly unisex sherpa jacket;Black;XXS;85882;85874;15/07/2026;90;NS604_85882_85874
NS604;Eco-friendly unisex sherpa jacket;Black;XXS;85882;85874;10/08/2026;240;NS604_85882_85874
NS604;Eco-friendly unisex sherpa jacket;Black;XS;85882;85875;10/08/2026;700;NS604_85882_85875
NS604;Eco-friendly unisex sherpa jacket;Black;S;85882;85876;13/08/2026;1784;NS604_85882_85876
NS604;Eco-friendly unisex sherpa jacket;Black;M;85882;85877;13/08/2026;3519;NS604_85882_85877
NS604;Eco-friendly unisex sherpa jacket;Black;L;85882;85878;10/08/2026;2382;NS604_85882_85878
NS604;Eco-friendly unisex sherpa jacket;Black;L;85882;85878;13/08/2026;630;NS604_85882_85878
NS604;Eco-friendly unisex sherpa jacket;Black;XL;85882;85879;13/08/2026;1438;NS604_85882_85879
NS604;Eco-friendly unisex sherpa jacket;Black;XXL;85882;85880;13/08/2026;837;NS604_85882_85880
NS604;Eco-friendly unisex sherpa jacket;Black;3XL;85882;85881;15/07/2026;56;NS604_85882_85881
NS604;Eco-friendly unisex sherpa jacket;Black;3XL;85882;85881;13/08/2026;267;NS604_85882_85881
NS604;Eco-friendly unisex sherpa jacket;Wet Sand / Driftwood;XXS;85883;85874;10/08/2026;80;NS604_85883_85874
NS604;Eco-friendly unisex sherpa jacket;Wet Sand / Driftwood;XXS;85883;85874;26/10/2026;167;NS604_85883_85874
